0.001973684,77.81578947,10.88944737,0
0.002934783,101.9782609,11.25106522,0
0.006744681,104.9574468,11.3796383,0
0.004042553,87.70212766,11.47082979,0
0.012744681,88.82978723,11.13525532,0
0.027787234,91.40425532,12.20234043,0
0.010851064,87.31914894,13.07574468,0
0.005217391,79.52173913,13.82806522,0
0.019386364,88.02272727,13.60931818,0
0.065409091,89.86363636,12.40863636,0
0.000977273,86.90909091,11.33038636,0
0.003727273,85.27272727,10.32493182,0
0.018227273,81.65909091,9.395659091,0
0.005113636,86.5,8.681909091,0
0.004295455,84.75,8.055863636,0
0.005772727,83.20454545,7.451431818,0
0.049590909,86.61363636,6.954045455,0
0.026363636,86.27272727,6.540454545,0
0.045454545,86.29545455,6.197636364,0
0.048181818,85.13636364,5.919045455,0
0.014681818,83.68181818,5.761590909,0
0.06,82.68181818,5.58225,0
0.025204545,88.11363636,5.407454545,0
0.026363636,84.61363636,5.2575,0
0.003886364,82.38636364,5.124636364,0
0.003772727,84.95454545,5.04125,0
0.011545455,84.09090909,4.976045455,0
0.002090909,86.45454545,4.904,0
0.019227273,80.97727273,4.871681818,0
0.048204545,78.75,4.841659091,0
0.025590909,87.31818182,4.795045455,0
0.020568182,84.84090909,4.776636364,0
0.006957447,92.65957447,10.16234043,0
0.014367347,92.20408163,21.2794898,0.693877551
0.06432,168.84,22.3258,1
0.06516,142.12,25.94972,1
0.020979592,109.5714286,24.82714286,1
0.002404255,103.6595745,21.18155319,1
0.024553191,139.4042553,21.42848936,1
0.073553191,150.2978723,22.83019149,1
0.040276596,105.1702128,20.56565957,1
0.0045,119.5869565,19.27752174,0.826086957
0.028045455,120.2272727,19.12252273,0.431818182
0.003863636,92.11363636,21.39022727,0.454545455
0.010090909,101.8863636,23.94513636,1
0.008022222,93.13333333,22.37091111,1
0.002978723,114.6170213,20.9067234,1
0.072702128,115.9361702,19.66548936,1
0.002638298,87.55319149,18.79880851,1
0.028574468,115.4468085,19.0223617,0.978723404
0.021446809,133.0425532,19.65142553,1
0.022744681,92.19148936,21.38995745,1
0.03673913,99.02173913,22.08258696,1
0.016652174,113.7391304,22.13680435,1
0.002431818,96.47727273,20.21445455,1
0.027681818,87.36363636,20.07031818,1
0.001113636,85.38636364,19.36122727,0.863636364
0.056772727,90.95454545,20.59261364,0.931818182
0.051521739,77.91304348,20.83319565,1
0.001829787,82.78723404,20.19887234,1
0.026510638,117,20.68438298,1
0.026340426,122.5531915,21.45312766,1
0.04993617,104.1276596,21.07344681,1
0.011425532,121.7446809,20.39393617,1
0.043021277,91.40425532,20.45961702,1
0.003702128,91.04255319,20.54882979,1
0.015085106,103.5106383,20.10755319,1
0.003382979,89.87234043,21.85921277,1
0.02712766,112.2553191,22.21223404,1
0.036021277,92.36170213,20.47789362,1
0.011978723,87.70212766,20.19602128,1
0.084765957,91.4893617,20.47578723,1
0.042106383,94.40425532,20.45895745,1
0.039659574,100.4680851,21.0842766,1
0.014680851,111.8723404,21.27406383,1
0.017574468,115.5106383,20.73868085,1
0.003191489,105.9787234,21.35385106,1
0.021851064,93.65957447,21.15259574,1
0.003319149,93.44680851,20.01819149,1
0.041553191,89.85106383,19.33610638,1
0.027466667,88.44444444,20.68395556,1
0.006977778,85.8,21.31611111,1
0.0015,88.38636364,21.24009091,1
0.007272727,90.54545455,21.08815909,1
0.005818182,104.8409091,20.07075,1
0.013204545,121.8409091,19.12745455,0.931818182
0.030808511,91.89361702,18.73595745,0.255319149
0.007553191,88.80851064,19.09544681,0
0.017042553,88.0212766,19.98082979,0
0.017244444,89.71111111,20.41106667,0
0.008431818,83.97727273,20.53581818,0
0.006085106,84.55319149,21.33844681,0.106382979
0.073765957,88.70212766,24.10934043,0.787234043
0.02292,98.38,23.7947,1
0.02882,138.86,22.5019,1
0.0135,97.375,22.434125,1
0.025021277,121.5319149,24.09119149,1
0.016255319,94.68085106,23.74491489,1
0.032468085,90.9787234,23.46431915,1
0.034086957,82.54347826,22.28682609,1
0.018590909,81.36363636,21.24115909,1
0.0016,97.88888889,20.05544444,0.711111111
0.018595745,129.7446809,19.35744681,0.042553191
0.017595745,102.106383,18.80004255,0
0.014170213,86.31914894,18.05589362,0
0.021829787,121.7021277,17.78982979,0
0.011468085,125.9148936,20.93151064,0.382978723
0.079106383,88.93617021,23.67685106,1
0.025255319,85.08510638,22.16182979,0.723404255
0.010042553,96.31914894,21.68085106,0.212765957
0.024234043,90.55319149,21.83706383,0.489361702
0.024744681,88.91489362,22.17285106,0.723404255
0.027553191,89.59574468,22.41559574,1
0.011319149,71.25531915,23.44057447,1
0.022804348,92.52173913,22.25747826,1
0.023113636,86.59090909,20.79977273,0.545454545
0.009227273,84.29545455,20.21497727,0
0.020851064,90.55319149,19.454,0
0.004510638,118.3617021,18.92814894,0
0.026723404,101.893617,18.42789362,0
0.003468085,91.29787234,19.09419149,0
0.010217391,117.7608696,23.93826087,0.630434783
0.023681818,98.36363636,23.03288636,0.704545455
0.0115,95.90909091,21.55125,0.045454545
0.010391304,115.5217391,21.53743478,0
0.025382979,87.93617021,23.6866383,0.191489362
0.001234043,113.4468085,27.65285106,0.872340426
0.052659574,105.0851064,28.64076596,1
0.075851064,132.4468085,27.12853191,1
0.011425532,171.2765957,25.27819149,1
0.03125,121.6136364,23.54472727,1
0.015568182,90.20454545,23.79322727,1
0.008113636,81.56818182,23.53704545,1
0.022113636,94.31818182,22.53879545,1
0.004266667,83.22222222,21.96968889,0.977777778
0.007565217,85.67391304,22.30693478,0.391304348
0.000851064,74.14893617,23.17376596,0.765957447
0.027829787,92.08510638,23.32782979,1
